price_in_aed,kilometers,body_condition,mechanical_condition,seller_type,body_type,no_of_cylinders,transmission_type,regional_specs,horsepower,fuel_type,steering_side,year,color,emirate,motors_trim,company,model,age,km_per_year
80000,36210,Perfect inside and out,Perfect inside and out,Dealer,SUV,6.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2013.0,Red, Dubai,Other,lexus,rx-series,13.0,2785.3846153846152
173000,51500,Perfect inside and out,Perfect inside and out,Owner,Soft Top Convertible,8.0,Automatic Transmission,GCC Specs,450.0,Gasoline,Left Hand Side,2014.0,Red, Dubai,Standard,jaguar,f-type,12.0,4291.666666666667
19000,167099,Perfect inside and out,Perfect inside and out,Dealer,Sedan,6.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2010.0,Black, Dubai,Other,jaguar,xf,16.0,10443.6875
284000,0,Perfect inside and out,Perfect inside and out,Dealer,SUV,8.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2021.0,Beige, Abu Dhabi,LE Titanium,nissan,patrol,5.0,0.0
89000,60000,Perfect inside and out,Perfect inside and out,Owner,SUV,6.0,Automatic Transmission,North American Specs,250.0,Gasoline,Left Hand Side,2020.0,Black, Dubai,SL,nissan,pathfinder,6.0,10000.0
46000,61000,Perfect inside and out,Perfect inside and out,Dealer,SUV,4.0,Automatic Transmission,North American Specs,250.0,Gasoline,Left Hand Side,2017.0,Brown, Dubai,Other,hyundai,tucson,9.0,6777.777777777777
85000,87000,Perfect inside and out,Perfect inside and out,Owner,Sedan,6.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2016.0,Black, Dubai,S,jaguar,xe,10.0,8700.0
129990,154000,Perfect inside and out,Perfect inside and out,Dealer,SUV,6.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2015.0,Grey, Dubai,S,porsche,macan,11.0,14000.0
104999,17274,Perfect inside and out,Perfect inside and out,Dealer,SUV,4.0,Automatic Transmission,North American Specs,250.0,Gasoline,Left Hand Side,2020.0,White, Dubai,SE,volkswagen,tiguan,6.0,2879.0
32500,156000,Perfect inside and out,Perfect inside and out,Owner,SUV,6.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2012.0,Grey, Dubai,GLS Top 5 Door,mitsubishi,pajero,14.0,11142.857142857143
58000,36000,Perfect inside and out,Perfect inside and out,Dealer,SUV,4.0,Automatic Transmission,North American Specs,350.0,Gasoline,Left Hand Side,2018.0,Black, Dubai,Titanium,ford,edge,8.0,4500.0
240000,43260,Perfect inside and out,Perfect inside and out,Dealer,Sedan,6.0,Automatic Transmission,GCC Specs,350.0,Electric,Left Hand Side,2017.0,White, Abu Dhabi,75D,tesla,model-s,9.0,4806.666666666667
224900,84000,Perfect inside and out,Perfect inside and out,Dealer,Pick Up Truck,6.0,Automatic Transmission,GCC Specs,450.0,Gasoline,Left Hand Side,2018.0,White, Dubai,SVT Raptor,ford,f-series-pickup,8.0,10500.0
112000,1300,Perfect inside and out,Perfect inside and out,Dealer,Sedan,6.0,Automatic Transmission,North American Specs,250.0,Gasoline,Left Hand Side,2021.0,Grey, Sharjah,Other,nissan,maxima,5.0,260.0
349000,23337,Perfect inside and out,Perfect inside and out,Dealer,SUV,6.0,Automatic Transmission,GCC Specs,450.0,Gasoline,Left Hand Side,2019.0,Brown, Dubai,S,porsche,cayenne,7.0,3333.8571428571427
48500,91000,Perfect inside and out,Perfect inside and out,Dealer,Coupe,8.0,Automatic Transmission,Japanese Specs,450.0,Gasoline,Left Hand Side,2007.0,White, Dubai,CL 500,mercedes-benz,cl-class,19.0,4789.473684210527
15000,195000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,6.0,Automatic Transmission,North American Specs,250.0,Gasoline,Left Hand Side,2007.0,Grey, Sharjah,520i,bmw,5-series,19.0,10263.157894736842
129000,90382,Perfect inside and out,Perfect inside and out,Dealer,Soft Top Convertible,6.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2014.0,Orange, Dubai,Other,jaguar,f-type,12.0,7531.833333333333
49500,50000,Perfect inside and out,Perfect inside and out,Owner,Hatchback,4.0,Automatic Transmission,GCC Specs,175.0,Gasoline,Left Hand Side,2019.0,White, Dubai,GL,hyundai,creta,7.0,7142.857142857143
32500,107000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,6.0,Automatic Transmission,Japanese Specs,350.0,Gasoline,Left Hand Side,2007.0,White, Dubai,CLS 350,mercedes-benz,cls-class,19.0,5631.578947368421
55000,72438,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2014.0,White, Dubai,Other,jaguar,xf,12.0,6036.5
42000,111289,Perfect inside and out,Perfect inside and out,Owner,Sedan,8.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,1989.0,Blue, Sharjah,Other,rolls-royce,silver-spur,37.0,3007.810810810811
179000,21,Perfect inside and out,Perfect inside and out,Dealer,SUV,6.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2021.0,Silver, Dubai,Limited,jeep,cherokee,5.0,4.2
88000,80000,Perfect inside and out,Perfect inside and out,Dealer,SUV,4.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2018.0,Brown, Dubai,GXR,toyota,rav-4,8.0,10000.0
128000,13000,Perfect inside and out,Perfect inside and out,Dealer,SUV,6.0,Automatic Transmission,Other,250.0,Gasoline,Left Hand Side,2020.0,Black, Sharjah,Platinum,lexus,rx-series,6.0,2166.6666666666665
58500,155000,Perfect inside and out,Perfect inside and out,Dealer,SUV,8.0,Automatic Transmission,GCC Specs,650.0,Gasoline,Left Hand Side,2010.0,White, Sharjah,LE,nissan,patrol,16.0,9687.5
25200,160000,Perfect inside and out,Perfect inside and out,Dealer,Hatchback,4.0,Automatic Transmission,GCC Specs,175.0,Gasoline,Left Hand Side,2017.0,Red, Dubai,Active,peugeot,208,9.0,17777.777777777777
23500,165421,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4.0,Automatic Transmission,GCC Specs,125.0,Gasoline,Left Hand Side,2016.0,White, Abu Dhabi,Other,nissan,sunny,10.0,16542.1
499000,55000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,8.0,Automatic Transmission,GCC Specs,550.0,Gasoline,Left Hand Side,2020.0,Grey, Dubai,RS,audi,s7rs7,6.0,9166.666666666666
36000,171000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,6.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2013.0,Grey, Dubai,Premium Luxury,jaguar,xf,13.0,13153.846153846154
29000,170000,Perfect inside and out,Perfect inside and out,Dealer,SUV,8.0,Automatic Transmission,North American Specs,250.0,Gasoline,Left Hand Side,2009.0,White, Sharjah,Other,mercedes-benz,gl-class,17.0,10000.0
299000,133000,Perfect inside and out,Perfect inside and out,Dealer,SUV,8.0,Automatic Transmission,Other,250.0,Diesel,Left Hand Side,2018.0,Black, Dubai,Autobiography,land-rover,range-rover,8.0,16625.0
150000,136469,Perfect inside and out,Perfect inside and out,Dealer,Coupe,8.0,Automatic Transmission,GCC Specs,550.0,Gasoline,Left Hand Side,2015.0,White, Abu Dhabi,C63 AMG,mercedes-benz,c-class,11.0,12406.272727272728
157000,98000,Perfect inside and out,Perfect inside and out,Owner,SUV,8.0,Automatic Transmission,GCC Specs,450.0,Gasoline,Left Hand Side,2018.0,Grey, Dubai,Denali,gmc,yukon,8.0,12250.0
149000,70000,Perfect inside and out,Perfect inside and out,Dealer,SUV,6.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2019.0,Red, Dubai,Sport,jeep,wrangler-unlimited,7.0,10000.0
119000,131101,Perfect inside and out,Perfect inside and out,Dealer,SUV,6.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2017.0,Silver, Dubai,SE,nissan,patrol,9.0,14566.777777777777
27000,83000,Perfect inside and out,"Minor faults, all fixed",Owner,Sedan,6.0,Automatic Transmission,GCC Specs,125.0,Gasoline,Left Hand Side,2016.0,Red, Dubai,LS,chevrolet,cruze,10.0,8300.0
55000,165000,Perfect inside and out,Perfect inside and out,Owner,Coupe,6.0,Automatic Transmission,Other,350.0,Gasoline,Left Hand Side,2014.0,Blue, Dubai,E 350,mercedes-benz,e-class,12.0,13750.0
49000,97858,Perfect inside and out,Perfect inside and out,Dealer,SUV,4.0,Automatic Transmission,GCC Specs,175.0,Gasoline,Left Hand Side,2016.0,Brown, Dubai,Other,subaru,forester,10.0,9785.8
68000,62700,Perfect inside and out,Perfect inside and out,Dealer,Sports Car,8.0,Manual Transmission,North American Specs,450.0,Gasoline,Left Hand Side,2017.0,Red, Dubai,GT,ford,mustang,9.0,6966.666666666667
260000,63423,Perfect inside and out,Perfect inside and out,Dealer,Sedan,12.0,Automatic Transmission,GCC Specs,650.0,Gasoline,Left Hand Side,2014.0,Black, Dubai,Other,bentley,continental-flying-spur,12.0,5285.25
26400,151000,Perfect inside and out,Perfect inside and out,Owner,Sedan,6.0,Automatic Transmission,GCC Specs,450.0,Gasoline,Left Hand Side,2009.0,Silver, Dubai,Other,lexus,ls-series,17.0,8882.35294117647
299000,62000,Perfect inside and out,Perfect inside and out,Owner,Coupe,8.0,Automatic Transmission,GCC Specs,650.0,Gasoline,Left Hand Side,2016.0,White, Dubai,S 63 Coupe AMG,mercedes-benz,s-class-coupe,10.0,6200.0
53500,62000,Perfect inside and out,Perfect inside and out,Owner,Sedan,4.0,Automatic Transmission,GCC Specs,125.0,Gasoline,Left Hand Side,2019.0,Grey, Dubai,Other,hyundai,elantra,7.0,8857.142857142857
100000,170,"A bit of wear & tear, all repaired",Perfect inside and out,Owner,Sedan,8.0,Automatic Transmission,GCC Specs,450.0,Gasoline,Left Hand Side,2016.0,White, Abu Dhabi,Srt8,dodge,charger,10.0,17.0
58000,53129,Perfect inside and out,Perfect inside and out,Dealer,Sedan,6.0,Automatic Transmission,North American Specs,250.0,Gasoline,Left Hand Side,2019.0,Silver, Ajman,SL,nissan,maxima,7.0,7589.857142857143
239995,72000,Perfect inside and out,Perfect inside and out,Dealership/Certified Pre-Owned,SUV,8.0,Automatic Transmission,GCC Specs,450.0,Gasoline,Left Hand Side,2018.0,Other Color, Dubai,Platinum,cadillac,escalade,8.0,9000.0
70000,150000,Perfect inside and out,Perfect inside and out,Owner,Sedan,6.0,Automatic Transmission,Other,350.0,Gasoline,Left Hand Side,2016.0,Black, Dubai,XLE Plus,toyota,avalon,10.0,15000.0
74000,186000,Perfect inside and out,Perfect inside and out,Dealer,Sports Car,4.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2015.0,White, Dubai,SLK 200 Kompressor,mercedes-benz,slk-class,11.0,16909.090909090908
38000,124000,Perfect inside and out,Perfect inside and out,Dealer,Other,4.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2017.0,White, Sharjah,Other,toyota,camry,9.0,13777.777777777777
23000,160000,Perfect inside and out,Perfect inside and out,Owner,Coupe,6.0,Automatic Transmission,Other,250.0,Gasoline,Left Hand Side,2010.0,Black, Dubai,Other,ford,mustang,16.0,10000.0
29300,119434,Perfect inside and out,Perfect inside and out,Dealer,Sedan,6.0,Automatic Transmission,North American Specs,350.0,Gasoline,Left Hand Side,2011.0,Grey, Sharjah,F Sport,lexus,is-series,15.0,7962.266666666666
375000,72000,Perfect inside and out,Perfect inside and out,Owner,Sedan,8.0,Automatic Transmission,GCC Specs,650.0,Gasoline,Left Hand Side,2019.0,Blue, Abu Dhabi,M5 Competition,bmw,m5,7.0,10285.714285714286
14900,85000,Perfect inside and out,Perfect inside and out,Owner,Sedan,4.0,Automatic Transmission,GCC Specs,175.0,Gasoline,Left Hand Side,2009.0,Black, Dubai,Other,nissan,tiida,17.0,5000.0
195000,89500,Perfect inside and out,Perfect inside and out,Owner,SUV,8.0,Automatic Transmission,GCC Specs,450.0,Gasoline,Left Hand Side,2017.0,White, Dubai,GXR,toyota,land-cruiser,9.0,9944.444444444445
169000,19160,Perfect inside and out,Perfect inside and out,Dealer,Pick Up Truck,8.0,Automatic Transmission,Other,350.0,Gasoline,Left Hand Side,2019.0,Blue, Dubai,King Ranch,ford,f-series-pickup,7.0,2737.1428571428573
79500,208000,Perfect inside and out,Perfect inside and out,Dealer,Other,8.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2012.0,Black, Abu Dhabi,Other,ford,pickup,14.0,14857.142857142857
159000,82771,Perfect inside and out,Perfect inside and out,Dealer,Coupe,6.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2017.0,Blue, Dubai,Standard,audi,s5rs5,9.0,9196.777777777777
44000,30623,Perfect inside and out,Perfect inside and out,Dealer,SUV,4.0,Automatic Transmission,GCC Specs,125.0,Gasoline,Left Hand Side,2019.0,Blue, Abu Dhabi,Other,renault,duster,7.0,4374.714285714285
95000,1600,Perfect inside and out,Perfect inside and out,Owner,Pick Up Truck,8.0,Automatic Transmission,North American Specs,250.0,Gasoline,Left Hand Side,1953.0,Silver, Dubai,Other,gmc,sierra,73.0,21.91780821917808
120000,206727,Perfect inside and out,Perfect inside and out,Dealer,SUV,8.0,Automatic Transmission,GCC Specs,550.0,Gasoline,Left Hand Side,2013.0,Gold, Dubai,Vogue SE,land-rover,range-rover,13.0,15902.076923076924
38000,133304,Perfect inside and out,Perfect inside and out,Dealer,SUV,6.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2013.0,Blue, Abu Dhabi,XLT,ford,explorer,13.0,10254.153846153846
26900,110635,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4.0,Automatic Transmission,GCC Specs,175.0,Gasoline,Left Hand Side,2019.0,White, Dubai,Ambiente,ford,figo,7.0,15805.0
130000,116238,Perfect inside and out,Perfect inside and out,Dealer,SUV,8.0,Automatic Transmission,GCC Specs,450.0,Gasoline,Left Hand Side,2014.0,Brown, Dubai,GTS,porsche,cayenne,12.0,9686.5
43000,145152,Perfect inside and out,Perfect inside and out,Dealer,SUV,8.0,Automatic Transmission,GCC Specs,550.0,Gasoline,Left Hand Side,2011.0,Silver, Dubai,Supercharged,land-rover,range-rover-sport,15.0,9676.8
125000,111000,Perfect inside and out,Perfect inside and out,Owner,SUV,8.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2015.0,White, Dubai,Premium,lexus,gx-series,11.0,10090.90909090909
30000,261889,Perfect inside and out,Perfect inside and out,Dealer,Pick Up Truck,8.0,Automatic Transmission,GCC Specs,450.0,Gasoline,Left Hand Side,2011.0,White, Dubai,Other,chevrolet,silverado,15.0,17459.266666666666
32500,178521,Perfect inside and out,Perfect inside and out,Owner,SUV,4.0,Automatic Transmission,GCC Specs,175.0,Gasoline,Left Hand Side,2012.0,Black, Dubai,Sport & Style SEL,volkswagen,tiguan,14.0,12751.5
68000,64000,Perfect inside and out,Perfect inside and out,Dealer,SUV,6.0,Automatic Transmission,North American Specs,250.0,Gasoline,Left Hand Side,2019.0,Grey, Sharjah,Other,nissan,pathfinder,7.0,9142.857142857143
354000,89000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,8.0,Automatic Transmission,GCC Specs,550.0,Gasoline,Left Hand Side,2018.0,Grey, Dubai,S 560 4MATIC,mercedes-benz,s-class,8.0,11125.0
289000,0,Perfect inside and out,Perfect inside and out,Dealer,SUV,8.0,Automatic Transmission,GCC Specs,450.0,Gasoline,Left Hand Side,2021.0,White, Dubai,LE Titanium,nissan,patrol,5.0,0.0
142500,220700,Perfect inside and out,Perfect inside and out,Owner,Wagon,6.0,Automatic Transmission,GCC Specs,450.0,Gasoline,Left Hand Side,2017.0,Grey, Abu Dhabi,LE Platinum,nissan,patrol,9.0,24522.222222222223
130000,86000,"A bit of wear & tear, all repaired",Perfect inside and out,Owner,Sports Car,8.0,Automatic Transmission,North American Specs,450.0,Gasoline,Left Hand Side,2015.0,White,Ajman,Supercharged,land-rover,range-rover-sport,11.0,7818.181818181818
125000,133287,Perfect inside and out,Perfect inside and out,Dealer,SUV,8.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2016.0,White, Abu Dhabi,LE Platinum,nissan,patrol,10.0,13328.7
139500,140000,Perfect inside and out,Perfect inside and out,Owner,SUV,8.0,Automatic Transmission,GCC Specs,550.0,Gasoline,Left Hand Side,2013.0,White,Dubai,Vogue SE,land-rover,range-rover,13.0,10769.23076923077
89000,156000,Perfect inside and out,Perfect inside and out,Owner,SUV,8.0,Automatic Transmission,GCC Specs,450.0,Gasoline,Left Hand Side,2013.0,White, Dubai,GTS,porsche,cayenne,13.0,12000.0
97000,20000,Perfect inside and out,Perfect inside and out,Owner,SUV,4.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2017.0,Burgundy, Abu Dhabi,Select,lincoln,mkc,9.0,2222.222222222222
39800,140000,Perfect inside and out,Perfect inside and out,Owner,Coupe,4.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2012.0,Grey, Dubai,S-line,audi,a5,14.0,10000.0
85000,11000,Perfect inside and out,Perfect inside and out,Dealer,SUV,4.0,Automatic Transmission,North American Specs,175.0,Gasoline,Left Hand Side,2020.0,Silver, Dubai,EX,honda,cr-v,6.0,1833.3333333333333
18000,117801,Perfect inside and out,Perfect inside and out,Dealer,Sedan,6.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2006.0,Silver, Abu Dhabi,E 280,mercedes-benz,e-class,20.0,5890.05
69900,99700,Perfect inside and out,Perfect inside and out,Dealer,Van,4.0,Manual Transmission,GCC Specs,175.0,Gasoline,Left Hand Side,2018.0,White, Dubai,Standard,nissan,van,8.0,12462.5
141000,1800,Perfect inside and out,Perfect inside and out,Dealer,Other,8.0,Automatic Transmission,European Specs,350.0,Gasoline,Left Hand Side,2021.0,Black, Dubai,Other,dodge,durango,5.0,360.0
35000,113000,Perfect inside and out,Perfect inside and out,Dealer,Coupe,8.0,Automatic Transmission,Japanese Specs,550.0,Gasoline,Left Hand Side,1999.0,Blue, Dubai,Other,jaguar,xk8,27.0,4185.185185185185
57000,42000,Perfect inside and out,Perfect inside and out,Owner,Coupe,4.0,Automatic Transmission,North American Specs,450.0,Gasoline,Left Hand Side,2016.0,Orange, Dubai,Ecoboost,ford,mustang,10.0,4200.0
118000,62000,Perfect inside and out,Perfect inside and out,Dealer,Soft Top Convertible,8.0,Automatic Transmission,North American Specs,450.0,Gasoline,Left Hand Side,2020.0,Grey, Dubai,2SS,chevrolet,camaro,6.0,10333.333333333334
240000,9632,Perfect inside and out,Perfect inside and out,Dealer,Sedan,6.0,Automatic Transmission,GCC Specs,350.0,Electric,Left Hand Side,2021.0,White, Dubai,Other,tesla,model-3,5.0,1926.4
137000,59000,Perfect inside and out,Perfect inside and out,Owner,SUV,6.0,Manual Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2019.0,Gold, Dubai,Super Safari,nissan,patrol,7.0,8428.57142857143
135500,58000,Perfect inside and out,Perfect inside and out,Dealer,SUV,8.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2014.0,White, Dubai,Xdrive50i,bmw,x5,12.0,4833.333333333333
93000,170000,Perfect inside and out,Perfect inside and out,Dealer,SUV,8.0,Automatic Transmission,GCC Specs,450.0,Gasoline,Left Hand Side,2013.0,White, Dubai,GTS,porsche,cayenne,13.0,13076.923076923076
35000,149000,Perfect inside and out,Perfect inside and out,Owner,Sedan,4.0,Automatic Transmission,North American Specs,175.0,Gasoline,Left Hand Side,2018.0,Blue, Dubai,Premier,chevrolet,malibu,8.0,18625.0
125000,169414,Perfect inside and out,Perfect inside and out,Dealer,SUV,8.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2016.0,Black, Abu Dhabi,SE Platinum,nissan,patrol,10.0,16941.4
189000,121600,Perfect inside and out,Perfect inside and out,Dealer,SUV,8.0,Automatic Transmission,GCC Specs,450.0,Gasoline,Left Hand Side,2018.0,Black, Dubai,Premium,cadillac,escalade,8.0,15200.0
52900,94341,Perfect inside and out,Perfect inside and out,Dealer,SUV,4.0,Automatic Transmission,GCC Specs,125.0,Gasoline,Left Hand Side,2018.0,Red, Dubai,Other,nissan,kicks,8.0,11792.625
320000,45986,Perfect inside and out,Perfect inside and out,Dealer,SUV,8.0,Automatic Transmission,GCC Specs,550.0,Gasoline,Left Hand Side,2017.0,Silver, Dubai,Vogue SE,land-rover,range-rover,9.0,5109.555555555556
98000,115000,Perfect inside and out,Perfect inside and out,Owner,Sedan,4.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2015.0,Grey, Dubai,C200,mercedes-benz,c-class,11.0,10454.545454545454
25000,146400,Perfect inside and out,Perfect inside and out,Owner,SUV,4.0,Automatic Transmission,GCC Specs,175.0,Gasoline,Left Hand Side,2015.0,White, Dubai,Ambiente,ford,ecosport,11.0,13309.09090909091
220000,0,Perfect inside and out,Perfect inside and out,Dealer,SUV,6.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2021.0,Silver, Dubai,Limited,jeep,grand-cherokee,5.0,0.0
